file,class,method,constructor,line,cbo,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Queens/./Run.java,Run,reportBenchmark/0,false,85,0,1,1,3,0,0,0,1,0,0,0,0,0,1,4,0,0,2,0,0,0,0,7,2,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Queens/./Run.java,Run,measure/1[Benchmark],false,66,2,2,3,10,0,3,1,3,1,1,0,0,0,1,1,1,4,2,1,0,0,0,17,2,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Queens/./Run.java,Run,printTotal/0,false,98,0,1,1,3,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3,1,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Queens/./Run.java,Run,runBenchmark/0,false,47,1,2,6,12,0,0,0,6,2,3,0,0,1,0,2,0,0,1,1,0,0,0,15,1,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Queens/./Run.java,Run,printResult/1[long],false,92,0,1,1,3,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,8,2,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Queens/./Run.java,Run,setNumIterations/1[int],false,104,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Queens/./Run.java,Run,setInnerIterations/1[int],false,108,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Queens/./Run.java,Run,Run/1[java.lang.String],true,30,1,1,1,6,0,0,1,1,1,1,0,0,0,0,0,2,4,0,0,0,0,0,9,1,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Queens/./Run.java,Run,getSuiteFromName/1[java.lang.String],false,38,0,2,2,9,1,0,1,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,12,10,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Queens/./Run.java,Run,doRuns/1[Benchmark],false,79,2,2,1,5,0,1,1,1,1,2,1,0,0,0,0,1,1,0,1,0,0,0,8,2,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Queens/./Queens.java,Queens,verifyResult/1[java.lang.Object],false,81,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Queens/./Queens.java,Queens,queens/0,false,42,3,1,3,11,1,0,0,3,1,2,0,0,0,0,0,6,4,0,0,0,0,0,8,2,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Queens/./Queens.java,Queens,benchmark/0,false,34,1,2,1,7,1,2,0,1,1,3,1,0,0,0,0,2,3,0,1,0,0,0,6,1,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Queens/./Queens.java,Queens,"setRowColumn/3[int,int,boolean]",false,74,0,1,0,5,0,0,3,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,5,0,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Queens/./Queens.java,Queens,placeQueen/1[int],false,51,1,5,3,16,3,1,1,3,3,1,1,1,0,0,0,4,2,1,3,0,0,0,10,0,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Queens/./Queens.java,Queens,"getRowColumn/2[int,int]",false,70,0,1,0,3,1,0,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,5,0,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Queens/./Queens.java,Queens,printInner/1[int],false,84,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Queens/./Harness.java,Harness,processArguments/1[java.lang.String[]],false,27,1,3,3,10,1,1,1,3,0,0,0,0,0,0,0,5,1,0,2,0,0,0,5,10,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Queens/./Harness.java,Harness,"runBenchmarks/3[Benchmark[],int,int]",false,51,1,2,2,7,0,3,3,2,0,0,1,0,0,0,0,1,3,0,1,0,0,0,11,10,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Queens/./Harness.java,Harness,printUsage/0,false,40,0,1,2,8,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,20,10,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Queens/./Harness.java,Harness,main/1[java.lang.String[]],false,59,2,2,5,9,0,1,1,5,2,1,0,0,0,0,0,2,1,0,1,0,0,0,8,9,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Queens/./Benchmark.java,Benchmark,benchmark/0,false,25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1025,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Queens/./Benchmark.java,Benchmark,innerBenchmarkLoop/1[int],false,28,1,3,2,8,2,1,1,2,2,1,1,0,0,0,0,1,1,0,2,0,0,0,10,1,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Queens/./Benchmark.java,Benchmark,verifyResult/1[java.lang.Object],false,26,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1025,0,false
