file,class,method,constructor,line,cbo,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Bounce/./Run.java,Run,reportBenchmark/0,false,85,0,1,1,3,0,0,0,1,0,0,0,0,0,1,4,0,0,2,0,0,0,0,7,2,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Bounce/./Run.java,Run,measure/1[Benchmark],false,66,2,2,3,10,0,3,1,3,1,1,0,0,0,1,1,1,4,2,1,0,0,0,17,2,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Bounce/./Run.java,Run,printTotal/0,false,98,0,1,1,3,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3,1,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Bounce/./Run.java,Run,runBenchmark/0,false,47,1,2,6,12,0,0,0,6,2,3,0,0,1,0,2,0,0,1,1,0,0,0,15,1,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Bounce/./Run.java,Run,printResult/1[long],false,92,0,1,1,3,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,8,2,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Bounce/./Run.java,Run,setNumIterations/1[int],false,104,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Bounce/./Run.java,Run,setInnerIterations/1[int],false,108,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Bounce/./Run.java,Run,Run/1[java.lang.String],true,30,1,1,1,6,0,0,1,1,1,1,0,0,0,0,0,2,4,0,0,0,0,0,9,1,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Bounce/./Run.java,Run,getSuiteFromName/1[java.lang.String],false,38,0,2,2,9,1,0,1,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,12,10,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Bounce/./Run.java,Run,doRuns/1[Benchmark],false,79,2,2,1,5,0,1,1,1,1,2,1,0,0,0,0,1,1,0,1,0,0,0,8,2,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Bounce/./som/Random.java,som.Random,main/1[java.lang.String[]],false,33,1,11,2,37,1,1,1,2,1,1,0,9,1,0,2,9,1,0,2,0,0,0,10,9,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Bounce/./som/Random.java,som.Random,next/0,false,28,0,1,0,4,1,0,0,0,0,0,0,0,0,2,0,3,1,2,0,0,0,0,2,1,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Bounce/./Harness.java,Harness,processArguments/1[java.lang.String[]],false,27,1,3,3,10,1,1,1,3,0,0,0,0,0,0,0,5,1,0,2,0,0,0,5,10,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Bounce/./Harness.java,Harness,"runBenchmarks/3[Benchmark[],int,int]",false,51,1,2,2,7,0,3,3,2,0,0,1,0,0,0,0,1,3,0,1,0,0,0,11,10,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Bounce/./Harness.java,Harness,printUsage/0,false,40,0,1,2,8,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,20,10,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Bounce/./Harness.java,Harness,main/1[java.lang.String[]],false,59,2,2,5,9,0,1,1,5,2,1,0,0,0,0,0,2,1,0,1,0,0,0,8,9,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Bounce/./Bounce.java,Bounce,verifyResult/1[java.lang.Object],false,79,0,2,0,3,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,1,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Bounce/./Bounce.java,Bounce,benchmark/0,false,59,3,4,2,15,1,6,0,2,0,0,2,0,0,0,1,9,6,0,3,0,0,1,10,1,0,false
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Bounce/./Bounce.java,Bounce,printInner/1[int],false,83,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
