file,class,method,variable,usage
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/ParseException.java,json.ParseException,"ParseException/4[java.lang.String,int,int,int]",line,4
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/ParseException.java,json.ParseException,"ParseException/4[java.lang.String,int,int,int]",column,4
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/ParseException.java,json.ParseException,getColumn/0,column,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/ParseException.java,json.ParseException,getOffset/0,offset,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/ParseException.java,json.ParseException,getLine/0,line,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonLiteral.java,json.JsonLiteral,JsonLiteral/1[java.lang.String],isTrue,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonLiteral.java,json.JsonLiteral,JsonLiteral/1[java.lang.String],isNull,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonLiteral.java,json.JsonLiteral,JsonLiteral/1[java.lang.String],isFalse,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonLiteral.java,json.JsonLiteral,JsonLiteral/1[java.lang.String],value,6
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonLiteral.java,json.JsonLiteral,isNull/0,isNull,2
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonLiteral.java,json.JsonLiteral,isTrue/0,isTrue,2
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonLiteral.java,json.JsonLiteral,isFalse/0,isFalse,2
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonLiteral.java,json.JsonLiteral,isBoolean/0,isTrue,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonLiteral.java,json.JsonLiteral,isBoolean/0,isFalse,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonLiteral.java,json.JsonLiteral,toString/0,value,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonPureStringParser.java,json.JsonPureStringParser,readStringInternal/0,current,2
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonPureStringParser.java,json.JsonPureStringParser,JsonPureStringParser/1[java.lang.String],input,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonPureStringParser.java,json.JsonPureStringParser,JsonPureStringParser/1[java.lang.String],current,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonPureStringParser.java,json.JsonPureStringParser,JsonPureStringParser/1[java.lang.String],captureStart,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonPureStringParser.java,json.JsonPureStringParser,JsonPureStringParser/1[java.lang.String],captureBuffer,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonPureStringParser.java,json.JsonPureStringParser,JsonPureStringParser/1[java.lang.String],line,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonPureStringParser.java,json.JsonPureStringParser,JsonPureStringParser/1[java.lang.String],column,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonPureStringParser.java,json.JsonPureStringParser,JsonPureStringParser/1[java.lang.String],index,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonPureStringParser.java,json.JsonPureStringParser,isWhiteSpace/0,current,4
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonPureStringParser.java,json.JsonPureStringParser,error/1[java.lang.String],line,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonPureStringParser.java,json.JsonPureStringParser,error/1[java.lang.String],column,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonPureStringParser.java,json.JsonPureStringParser,error/1[java.lang.String],index,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonPureStringParser.java,json.JsonPureStringParser,isDigit/0,current,10
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonPureStringParser.java,json.JsonPureStringParser,endCapture/0,input,2
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonPureStringParser.java,json.JsonPureStringParser,endCapture/0,current,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonPureStringParser.java,json.JsonPureStringParser,endCapture/0,captureStart,3
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonPureStringParser.java,json.JsonPureStringParser,endCapture/0,captureBuffer,4
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonPureStringParser.java,json.JsonPureStringParser,endCapture/0,index,2
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonPureStringParser.java,json.JsonPureStringParser,isEndOfText/0,current,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonPureStringParser.java,json.JsonPureStringParser,readNumber/0,current,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonPureStringParser.java,json.JsonPureStringParser,read/0,input,2
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonPureStringParser.java,json.JsonPureStringParser,read/0,current,3
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonPureStringParser.java,json.JsonPureStringParser,read/0,line,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonPureStringParser.java,json.JsonPureStringParser,read/0,column,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonPureStringParser.java,json.JsonPureStringParser,read/0,index,4
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonPureStringParser.java,json.JsonPureStringParser,startCapture/0,captureStart,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonPureStringParser.java,json.JsonPureStringParser,startCapture/0,index,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonPureStringParser.java,json.JsonPureStringParser,readValue/0,current,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonPureStringParser.java,json.JsonPureStringParser,readEscape/0,current,2
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonPureStringParser.java,json.JsonPureStringParser,readEscape/0,captureBuffer,6
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonPureStringParser.java,json.JsonPureStringParser,readName/0,current,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonPureStringParser.java,json.JsonPureStringParser,readChar/1[java.lang.String],current,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonPureStringParser.java,json.JsonPureStringParser,pauseCapture/0,input,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonPureStringParser.java,json.JsonPureStringParser,pauseCapture/0,current,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonPureStringParser.java,json.JsonPureStringParser,pauseCapture/0,captureStart,2
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonPureStringParser.java,json.JsonPureStringParser,pauseCapture/0,captureBuffer,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonPureStringParser.java,json.JsonPureStringParser,pauseCapture/0,index,2
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonNumber.java,json.JsonNumber,JsonNumber/1[java.lang.String],string,4
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonNumber.java,json.JsonNumber,toString/0,string,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonString.java,json.JsonString,JsonString/1[java.lang.String],string,3
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonObject.java,json.JsonObject,size/0,names,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonObject.java,json.JsonObject,JsonObject/0,names,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonObject.java,json.JsonObject,JsonObject/0,values,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonObject.java,json.JsonObject,JsonObject/0,table,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonObject.java,json.JsonObject,isEmpty/0,names,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonObject.java,json.JsonObject,get/1[java.lang.String],values,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonObject.java,json.JsonObject,"add/2[java.lang.String,json.JsonValue]",names,2
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonObject.java,json.JsonObject,"add/2[java.lang.String,json.JsonValue]",values,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonObject.java,json.JsonObject,"add/2[java.lang.String,json.JsonValue]",table,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonObject.java,json.JsonObject,indexOf/1[java.lang.String],names,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonObject.java,json.JsonObject,indexOf/1[java.lang.String],table,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonObject.java,json.JsonObject$HashIndexTable,get/1[java.lang.String],hashTable,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonObject.java,json.JsonObject$HashIndexTable,"add/2[java.lang.String,int]",hashTable,2
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./json/JsonObject.java,json.JsonObject$HashIndexTable,HashIndexTable/0,hashTable,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./som/Vector.java,som.Vector,at/1[int],storage,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./som/Vector.java,som.Vector,remove/1[E],firstIdx,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./som/Vector.java,som.Vector,remove/1[E],lastIdx,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./som/Vector.java,som.Vector,remove/1[E],storage,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./som/Vector.java,som.Vector,size/0,firstIdx,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./som/Vector.java,som.Vector,size/0,lastIdx,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./som/Vector.java,som.Vector,sort/1[java.util.Comparator<E>],firstIdx,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./som/Vector.java,som.Vector,sort/1[java.util.Comparator<E>],lastIdx,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./som/Vector.java,som.Vector,"atPut/2[int,E]",lastIdx,2
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./som/Vector.java,som.Vector,"atPut/2[int,E]",storage,3
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./som/Vector.java,som.Vector,Vector/1[int],storage,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./som/Vector.java,som.Vector,hasSome/1[som.TestInterface<E>],firstIdx,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./som/Vector.java,som.Vector,hasSome/1[som.TestInterface<E>],lastIdx,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./som/Vector.java,som.Vector,hasSome/1[som.TestInterface<E>],storage,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./som/Vector.java,som.Vector,removeAll/0,firstIdx,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./som/Vector.java,som.Vector,removeAll/0,lastIdx,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./som/Vector.java,som.Vector,removeAll/0,storage,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./som/Vector.java,som.Vector,append/1[E],lastIdx,3
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./som/Vector.java,som.Vector,append/1[E],storage,3
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./som/Vector.java,som.Vector,"sort/3[int,int,java.util.Comparator<E>]",storage,9
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./som/Vector.java,som.Vector,first/0,firstIdx,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./som/Vector.java,som.Vector,first/0,storage,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./som/Vector.java,som.Vector,getOne/1[som.TestInterface<E>],firstIdx,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./som/Vector.java,som.Vector,getOne/1[som.TestInterface<E>],lastIdx,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./som/Vector.java,som.Vector,getOne/1[som.TestInterface<E>],storage,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./som/Vector.java,som.Vector,removeFirst/0,firstIdx,2
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./som/Vector.java,som.Vector,removeFirst/0,storage,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./som/Vector.java,som.Vector,isEmpty/0,firstIdx,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./som/Vector.java,som.Vector,isEmpty/0,lastIdx,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./som/Vector.java,som.Vector,forEach/1[som.ForEachInterface<E>],firstIdx,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./som/Vector.java,som.Vector,forEach/1[som.ForEachInterface<E>],lastIdx,1
/home/octavel/msc_thesis_shenanigans/msc_thesis_2021/input_data/awfy_codebases_separated/Json/./som/Vector.java,som.Vector,forEach/1[som.ForEachInterface<E>],storage,1
